N,Price,Dist,Rooms,Nfloors,Floor,Totsp,Livesp,Kitsp,Metrdist,Walk,Brick,Bal,Tel,New
2453.0,7700000.0,16.03474158080607,3,9,2,50,33,6,6,1,0.0,0.0,0,0.0
2454.0,7700000.0,16.635341313750025,1,17,9,40,19,11.5,12,1,0.0,1.0,1,0.0
2455.0,7735667.0,15.218070860466597,1,19,18,39.8,17,10.3,5,1,1.0,1.0,None,1.0
2456.0,7750000.0,14.772411013000628,3,5,1,56,37,None,20,0,1.0,0.0,1,0.0
2457.0,7750000.0,22.249093456295704,1,17,9,46,18,11,15,0,1.0,1.0,0,0.0
2458.0,7775100.0,10.876103581555558,1,31,8,32.6,8.3,11.3,12,0,1.0,0.0,None,1.0
2459.0,7800000.0,14.981316511802659,1,14,9,39,20,9,10,1,0.0,1.0,None,0.0
2460.0,7800000.0,9.94105003842718,2,9,1,44.3,29.3,6.2,3,1,0.0,0.0,0,0.0
2461.0,7800000.0,17.416789548289945,3,9,6,51,36,6,10,1,0.0,1.0,1,0.0
2462.0,7800000.0,15.091227517155172,1,14,11,35,20,10,15,1,0.0,1.0,1,0.0
2463.0,7800000.0,9.717083848445986,2,9,4,45,28,6,6,1,0.0,1.0,1,0.0
2464.0,7850000.0,15.607567778937607,1,22,6,40,20,10,5,1,0.0,1.0,1,0.0
2465.0,6150000.0,18.369854186895072,1,12,8,34,17.4,9.8,8,0,0.0,1.0,None,0.0
2466.0,6600000.0,18.925480240816917,1,18,18,38.3,19.9,10.1,10,1,0.0,0.0,None,0.0
2467.0,9190000.0,16.548212236964194,1,20,17,44,19.4,11,16,1,1.0,1.0,1,0.0
2468.0,7900000.0,21.71577672964813,2,17,1,58.4,34,10.3,5,1,0.0,0.0,1,0.0
2469.0,7900000.0,11.650728907402685,2,12,5,44.4,28.1,6,20,1,0.0,1.0,None,0.0
2470.0,7930079.0,15.218070860466597,1,13,10,39.6,17,10.3,5,1,1.0,1.0,None,1.0
2471.0,7950000.0,17.042942340860083,3,9,5,54,40,6,10,1,0.0,1.0,1,0.0
2472.0,7950000.0,16.677265138259898,1,15,14,40.3,19.2,11.8,15,1,1.0,1.0,1,0.0
2473.0,7950000.0,19.02090269391057,2,17,1,50,30,11,7,1,0.0,0.0,1,0.0
2474.0,7980028.0,15.218070860466597,1,19,11,39.7,18.6,9.6,5,1,1.0,1.0,None,1.0
2475.0,7981800.0,10.2315576370874,2,23,10,50.2,19,6.6,10,1,1.0,1.0,None,1.0
2476.0,7990000.0,17.99191128343016,3,9,1,59,41,7,9,1,0.0,1.0,None,0.0
2477.0,7990000.0,21.11213873667271,2,14,14,51,30,8,5,1,0.0,1.0,None,0.0
2478.0,7992540.0,9.248148795209149,1,22,13,49.2,None,None,None,None,0.0,0.0,None,1.0
2479.0,8000000.0,17.078096401113733,3,9,1,57.2,40.7,6,5,1,0.0,1.0,1,0.0
2480.0,8000000.0,16.299074125255707,4,9,4,64,46,6,18,1,0.0,1.0,None,0.0
2481.0,8000000.0,11.699591263785623,2,9,9,42.4,28.5,5.1,None,None,1.0,1.0,1,0.0
2482.0,7999999.0,17.330777971766267,3,9,8,49,36,7,1,1,0.0,1.0,None,0.0
2483.0,8000000.0,15.91702962050534,2,12,12,47,30,7,10,1,0.0,1.0,1,0.0
2484.0,8055000.0,19.840569336095804,1,None,21,42.6,None,None,3,0,0.0,0.0,None,1.0
2485.0,8055000.0,19.840569336095804,1,None,12,42.4,None,None,3,0,0.0,0.0,None,1.0
2486.0,8055000.0,19.840569336095804,1,None,7,42.8,None,None,3,0,0.0,0.0,None,1.0
2487.0,8100000.0,17.102044407980678,2,9,4,45,30,6,7,1,0.0,1.0,1,0.0
2488.0,8104012.0,10.801684564064303,1,15,4,42.9,18.5,10.8,18,1,1.0,1.0,None,1.0
2489.0,8104000.0,10.80719992399321,1,24,4,43,18,11,5,1,1.0,1.0,None,1.0
2490.0,8107500.0,10.432960114306072,2,22,19,34.5,None,None,13,0,0.0,0.0,None,1.0
2491.0,8109499.0,10.801684564064303,1,24,13,42,19,11,10,1,1.0,1.0,None,1.0
2492.0,8150000.0,16.718814166008585,1,12,5,42,19,9,2,1,1.0,1.0,1,0.0
2493.0,66990000.0,10.696928157296297,4,23,5,246.2,131.3,21.4,14,1,1.0,1.0,1,0.0
2494.0,39000000.0,11.575782244329764,4,16,11,145,95,14,None,None,1.0,1.0,None,1.0
2495.0,9950000.0,16.48258734149032,4,9,5,63,46.3,6,7,1,0.0,1.0,1,0.0
2496.0,8150000.0,17.48592509320869,3,5,2,57,36,6,14,1,1.0,1.0,1,0.0
2497.0,8190000.0,10.43474200800421,1,17,15,35,20,14,18,1,1.0,1.0,0,0.0
2498.0,8200000.0,18.704714102097974,2,12,1,52,30,10,25,1,0.0,0.0,1,0.0
2499.0,8200000.0,19.111273767914366,2,17,14,55,33,10,7,1,0.0,1.0,None,0.0
2500.0,8262841.0,15.218070860466597,1,19,15,39.7,18.6,9.6,5,1,1.0,1.0,None,1.0
2501.0,8280000.0,10.2315576370874,2,23,6,55.2,34.2,4.8,10,1,1.0,1.0,None,1.0
2502.0,8293473.0,10.848224193143094,1,24,3,43,18,10,10,1,1.0,1.0,None,1.0
2503.0,8300000.0,10.90300833655667,1,22,22,40,18,10,None,None,0.0,1.0,0,0.0
2504.0,8300000.0,17.035259589675675,3,9,9,59,43,7.3,6,1,0.0,1.0,None,0.0
2505.0,8300000.0,11.696021493026123,1,14,13,36,19,8,10,0,1.0,1.0,1,0.0
2506.0,8300000.0,18.67137500833371,2,12,12,54,32,9.5,25,1,0.0,1.0,1,0.0
2507.0,8312500.0,9.248148795209149,1,22,7,47.5,None,None,None,None,0.0,0.0,None,1.0
2508.0,8387913.0,7.006550932457588,1,9,9,32.7,32.7,None,23,1,1.0,1.0,None,1.0
2509.0,8398928.0,10.801684564064303,1,24,4,44,18,11,10,1,1.0,1.0,None,1.0
2510.0,8400000.0,17.033079040028145,2,12,6,49,31,7,14,1,0.0,1.0,1,0.0
2511.0,8400000.0,16.091100651684396,3,9,2,52,37,6.5,4,1,0.0,1.0,1,0.0
2512.0,8400000.0,22.664610597285844,1,10,6,42.7,19.2,10,None,None,1.0,1.0,0,0.0
2513.0,8400000.0,22.355077128467695,2,17,1,54,32,10,7,1,0.0,0.0,0,0.0
2514.0,8480000.0,9.67722112351573,3,5,2,56,42,6,None,None,1.0,1.0,1,0.0
2515.0,8500000.0,19.068752753284947,2,16,14,60.1,30.5,11,11,1,0.0,1.0,1,0.0
2516.0,8500000.0,18.109217871970767,2,17,1,67,54,8,17,1,0.0,0.0,1,0.0
2517.0,8500000.0,19.18856154737403,2,15,14,61,35,13,17,1,0.0,1.0,None,0.0
2518.0,8500000.0,10.212591402397628,3,9,9,54,40,6,27,1,0.0,1.0,1,0.0
2519.0,8500000.0,22.42067918733379,2,18,17,55,35,9.1,15,1,0.0,1.0,1,0.0
2520.0,8500000.0,9.888131140636913,2,9,4,46,29.6,6.3,4,1,0.0,1.0,1,0.0
2521.0,10000000.0,24.54449626745649,3,20,4,85.1,49.6,12.4,None,None,1.0,1.0,None,1.0
2522.0,1700000.0,23.670018669578226,1,3,2,18.8,12,4,25,0,1.0,0.0,None,0.0
2523.0,3881628.0,32.0520164756429,2,10,3,45.7,25.7,5,25,0,1.0,1.0,0,0.0
2524.0,1380000.0,36.92931259300825,1,3,2,34.5,34.5,None,None,None,1.0,0.0,None,0.0
2525.0,1399111.0,23.99301641095639,1,3,3,15.1,15,None,15,0,1.0,0.0,None,1.0
2526.0,1399444.0,23.375227601836038,1,3,3,15.4,10,5.4,17,0,1.0,0.0,1,0.0
2527.0,1399666.0,24.045024803072987,1,3,3,15.6,14.4,None,None,None,1.0,0.0,1,0.0
2528.0,1490000.0,23.590768386025598,1,3,3,26,20,4,25,0,1.0,0.0,0,0.0
2529.0,1599222.0,23.306550558272935,1,3,1,20.2,20,None,16,0,1.0,0.0,1,0.0
2530.0,1599333.0,23.99301641095639,1,3,1,20.3,15.3,5,19,0,1.0,0.0,None,1.0
2531.0,1740000.0,23.590768386025598,1,3,1,22,19,3,None,None,1.0,0.0,None,0.0
2532.0,1790000.0,23.670018669578226,1,3,3,29,22,4,25,0,1.0,0.0,0,0.0
2533.0,1790000.0,23.670018669578226,1,3,3,29,22,4,25,0,1.0,0.0,0,0.0
2534.0,1790000.0,23.670018669578226,1,3,3,25.9,25.9,None,None,None,1.0,0.0,None,0.0
2535.0,1799900.0,27.95724651782502,1,4,3,17,12,5,None,None,1.0,0.0,1,0.0
2536.0,1899111.0,22.388946694872494,1,3,2,23.1,23,None,18,0,1.0,0.0,None,1.0
2537.0,1899333.0,23.684368599204603,1,3,1,23.3,17.3,6,20,0,1.0,0.0,None,1.0
2538.0,1899555.0,23.15233663322407,1,3,2,23.5,23,None,None,None,1.0,0.0,1,0.0
2539.0,1990000.0,23.558900889154085,1,3,2,27,20,6,20,0,0.0,0.0,None,0.0
2540.0,1990000.0,23.558900889154085,1,3,2,26,20,4,25,0,1.0,0.0,None,0.0
2541.0,2123000.0,23.551441233784818,1,3,2,26,20,5,25,0,1.0,0.0,None,0.0
2542.0,2123000.0,23.670018669578226,1,3,2,26,20,5,25,0,1.0,0.0,None,0.0
2543.0,2123000.0,23.670018669578226,1,3,2,26,16,5,25,0,1.0,0.0,None,0.0
2544.0,2175004.0,30.147989930657406,1,7,1,27.7,None,None,15,0,1.0,0.0,None,1.0
2545.0,2190000.0,26.98170024782972,1,3,3,32,22,5,30,1,0.0,0.0,0,0.0
2546.0,2190000.0,27.04515623787935,1,3,3,31.8,23,4,None,None,1.0,0.0,None,0.0
2547.0,2190000.0,26.98170024782972,1,3,3,32,29,None,28,1,0.0,0.0,None,0.0
2548.0,2211105.0,21.295827542927334,1,15,8,23,None,None,10,1,1.0,1.0,None,1.0
2549.0,10700000.0,22.849788397158044,3,17,16,70,51,10,7,0,0.0,1.0,1,0.0
2550.0,10573000.0,17.007691095748616,3,25,12,82,53,14,5,0,1.0,1.0,None,1.0
2551.0,2460000.0,29.639857516785902,3,5,5,66.9,34,25,20,0,1.0,0.0,None,1.0
2552.0,2223000.0,23.670018669578226,1,3,2,27,20,4,25,0,1.0,0.0,None,0.0
2553.0,2223000.0,23.670018669578226,1,3,2,27,22,4,25,0,1.0,0.0,None,0.0
2554.0,2250000.0,19.500473953696062,1,3,2,26,24,None,10,1,0.0,0.0,None,0.0
2555.0,2290000.0,27.04515623787935,2,3,2,32,22,5,None,None,1.0,0.0,0,0.0
2556.0,2290000.0,26.98170024782972,2,3,2,32,22,5,30,1,0.0,0.0,0,0.0
2557.0,2299111.0,19.388853385892585,1,3,1,26.1,20,None,15,1,1.0,0.0,None,1.0
2558.0,2299333.0,21.295827542927334,1,3,1,26.3,20.3,6,10,0,1.0,0.0,None,1.0
2559.0,2299444.0,17.097087533168423,1,3,1,26.4,20.4,6,16,1,1.0,0.0,1,0.0
2560.0,2340000.0,27.04515623787935,2,3,1,32,25,4,None,None,1.0,0.0,None,0.0
2561.0,2340000.0,26.98170024782972,2,3,1,32,22,5,30,1,0.0,0.0,0,0.0
2562.0,2346000.0,29.506434531575902,1,5,5,63.8,23.9,34.4,15,0,1.0,0.0,None,1.0
2563.0,2357992.0,30.147989930657406,1,8,2,28.7,None,None,15,0,1.0,0.0,None,1.0
2564.0,2390000.0,27.04515623787935,2,3,3,43,34,5,30,1,0.0,1.0,0,0.0
2565.0,2390000.0,26.98170024782972,1,3,3,32,25,5,15,0,1.0,1.0,None,0.0
2566.0,2390000.0,26.98170024782972,1,3,3,43,35.5,5,None,None,0.0,1.0,0,0.0
2567.0,2447536.0,30.147989930657406,3,8,8,28.7,None,None,15,0,1.0,0.0,None,1.0
2568.0,2480000.0,18.884546584342772,1,3,1,32,18,6,14,1,1.0,0.0,None,0.0
2569.0,2490000.0,17.987487012098967,1,3,1,26,20,None,None,None,1.0,0.0,0,0.0
2570.0,2507386.0,30.147989930657406,1,8,7,28.8,None,None,15,0,1.0,0.0,None,1.0
2571.0,2580000.0,19.07835431119922,1,3,1,33,25,5,15,1,1.0,0.0,None,0.0
2572.0,2580000.0,18.77419129730141,1,3,2,34,24,5,17,1,0.0,0.0,None,0.0
2573.0,2590000.0,26.98170024782972,2,3,2,40,30,7,30,1,1.0,0.0,None,0.0
2574.0,2590000.0,26.98170024782972,2,3,2,40,30,6,30,1,0.0,0.0,0,0.0
2575.0,2590000.0,26.98170024782972,2,3,2,40,33,5,7,0,1.0,0.0,None,0.0
2576.0,2669264.0,30.147989930657406,3,8,8,31.3,None,None,15,0,1.0,0.0,None,1.0
2577.0,2750000.0,21.672735868352145,1,22,9,22,None,None,14,0,1.0,0.0,None,1.0
2578.0,16200000.0,27.0294394728202,5,9,6,152,80.1,32,20,0,1.0,0.0,0,0.0
2579.0,7118962.0,17.007691095748616,2,24,3,55.3,14.1,9.5,20,0,1.0,0.0,None,1.0
2580.0,2690000.0,25.324746142759103,1,3,2,24,20,3,None,None,0.0,1.0,None,0.0
2581.0,2690000.0,25.324746142759103,1,3,2,26,17,5,None,None,0.0,1.0,None,0.0
2582.0,2720000.0,36.92931259300825,2,3,2,68,61,None,None,None,1.0,0.0,None,0.0
2583.0,2749222.0,17.64588664558962,1,3,3,34.2,34,None,18,1,1.0,0.0,1,0.0
2584.0,2749444.0,17.769140786873173,1,3,3,34.4,30.4,4,18,1,1.0,0.0,1,0.0
2585.0,2749666.0,17.24746890027596,1,3,3,34.6,32.1,None,None,None,1.0,0.0,1,0.0
2586.0,2750000.0,23.46040109354411,1,3,3,33,24,6,20,0,0.0,0.0,None,0.0
2587.0,2750000.0,23.527324826333064,1,3,3,33,24,7,25,0,1.0,0.0,0,0.0
2588.0,2790000.0,27.04515623787935,2,3,1,32,22,5,30,1,0.0,0.0,0,0.0
2589.0,2790000.0,26.98170024782972,1,3,1,32,25,5,30,1,1.0,0.0,None,0.0
2590.0,2892000.0,21.672735868352145,1,22,13,24.1,None,None,14,0,1.0,0.0,None,1.0
2591.0,2920000.0,19.10743000539691,1,3,2,36,25,5,15,1,1.0,1.0,None,0.0
2592.0,2920000.0,19.10743000539691,1,3,2,37,30,4,18,1,0.0,1.0,None,0.0
2593.0,2963100.0,21.672735868352145,1,22,7,24.9,12.1,4.4,14,0,1.0,0.0,None,1.0
2594.0,2972800.0,31.79815990298202,1,5,5,32.7,17.7,6.0,25,0,1.0,1.0,None,1.0
2595.0,2983500.0,21.672735868352145,1,22,2,25.5,None,None,14,0,1.0,0.0,None,1.0
2596.0,2988800.0,31.79815990298202,1,5,5,32.8,17.8,6.0,25,0,1.0,1.0,None,1.0
2597.0,2990000.0,25.324746142759103,1,3,2,29,22,4,None,None,0.0,1.0,None,0.0
2598.0,2990000.0,17.987487012098967,1,3,3,34,20,None,20,1,1.0,0.0,None,0.0
2599.0,2999444.0,22.16501701902406,2,3,3,40,34,6,16,0,0.0,0.0,1,0.0
2600.0,3025800.0,21.672735868352145,1,22,15,24.6,None,None,14,0,1.0,0.0,None,1.0
2601.0,3043250.0,25.054806315030717,1,18,2,23.5,14.1,5.1,5,0,1.0,0.0,None,1.0
2602.0,3059500.0,25.054806315030717,1,18,2,29,None,None,5,0,1.0,0.0,None,1.0
2603.0,3068200.0,25.054806315030717,1,18,9,23,14.1,5.1,5,0,1.0,0.0,None,1.0
2604.0,3100000.0,29.538431958743384,1,4,2,39,20,11,None,None,1.0,1.0,None,1.0
2605.0,2782963.0,32.0520164756429,1,10,10,33.2,18.2,5.3,25,0,1.0,1.0,0,0.0
2606.0,2837466.0,39.29203624754825,1,7,1,33.3,None,None,None,None,0.0,0.0,None,1.0
2607.0,6600000.0,24.477466828110696,2,3,2,51,28,10,7,0,1.0,1.0,0,0.0
2608.0,3102000.0,21.672735868352145,1,24,15,23.5,10.5,4.5,14,0,1.0,0.0,None,1.0
2609.0,3108000.0,21.672735868352145,1,22,11,25.9,None,None,14,0,1.0,0.0,None,1.0
2610.0,3136900.0,21.672735868352145,1,24,13,24.7,11.7,4.5,14,0,1.0,0.0,None,1.0
2611.0,3140000.0,28.610504614824343,1,14,2,33,18,8,15,0,1.0,1.0,None,1.0
2612.0,3153183.0,28.233543123188518,1,6,6,26.8,13.6,5,10,0,1.0,1.0,None,1.0
2613.0,3153183.0,28.098587031411533,1,6,4,26.8,14.1,None,10,0,1.0,1.0,None,1.0
2614.0,3172385.0,39.29203624754825,1,7,5,34.4,None,None,None,None,0.0,1.0,None,1.0
2615.0,3175600.0,31.79815990298202,1,11,11,35.0,19.8,5.2,25,0,1.0,1.0,None,1.0
2616.0,3190000.0,25.12652685571032,1,9,5,23,12,5,18,1,0.0,0.0,None,1.0
2617.0,3200000.0,25.324746142759103,1,3,1,21,15,4,None,None,0.0,0.0,None,0.0
2618.0,3200000.0,27.069842906350186,1,4,4,29.5,17.2,6,10,0,0.0,1.0,0,0.0
2619.0,3249988.0,25.965936273665964,1,19,5,42.9,18.0,12.2,17,0,0.0,1.0,None,1.0
2620.0,3250004.0,25.965936273665964,1,19,5,43.2,18.0,12.2,17,0,0.0,1.0,None,1.0
2621.0,3262574.0,30.147989930657406,1,7,6,41.8,None,None,15,0,1.0,0.0,None,1.0
2622.0,3269000.0,31.952852738924598,1,12,2,35.3,20.0,5.1,25,0,1.0,1.0,None,1.0
2623.0,3270855.0,39.29203624754825,2,7,1,41.9,None,None,None,None,0.0,0.0,None,1.0
2624.0,3276600.0,21.672735868352145,1,24,6,25.8,14.2,4.6,14,0,1.0,0.0,None,1.0
2625.0,3285000.0,28.192902344142276,1,22,18,30,16,7,None,None,1.0,1.0,0,0.0
2626.0,3288900.0,25.054806315030717,1,18,17,28.5,14.1,6.3,5,0,1.0,0.0,None,1.0
2627.0,3300000.0,26.9646687437096,1,17,5,40,22,10,None,None,1.0,1.0,None,1.0
2628.0,3300118.0,39.29203624754825,2,7,1,42.3,None,None,None,None,0.0,0.0,None,1.0
2629.0,3301600.0,30.147989930657406,1,8,2,42.3,None,None,15,0,1.0,0.0,None,1.0
2630.0,3304485.0,39.29203624754825,1,7,7,34.6,None,None,None,None,0.0,1.0,None,1.0
2631.0,3313563.0,39.29203624754825,2,7,1,38.6,None,None,None,None,0.0,0.0,None,1.0
2632.0,3315801.0,39.29203624754825,2,7,1,42.5,None,None,None,None,0.0,0.0,None,1.0
2633.0,1700000.0,23.670018669578226,1,3,2,18.8,12,4,25,0,1.0,0.0,None,0.0
2634.0,16200000.0,27.0294394728202,5,9,6,152,80.1,32,20,0,1.0,0.0,0,0.0
2635.0,18960000.0,17.205279908661378,3,13,10,125,65,20,5,0,1.0,1.0,0,0.0
2636.0,3350000.0,25.89494913484072,1,16,11,39,18,12,20,0,1.0,1.0,1,0.0
2637.0,3367250.0,25.965936273665964,1,19,11,39.1,14.9,12.1,17,0,0.0,1.0,None,1.0
2638.0,3374000.0,33.718065604857564,1,19,1,48.2,17,17,30,0,1.0,1.0,0,0.0
2639.0,3382000.0,30.147989930657406,1,3,2,38.2,15.2,None,15,0,1.0,0.0,None,1.0
2640.0,3400000.0,30.551113376018485,1,4,2,39.6,19.6,11.4,None,None,1.0,1.0,None,1.0
2641.0,3400000.0,28.192902344142276,1,22,13,40,20,10,None,None,0.0,1.0,0,0.0
2642.0,3416000.0,21.672735868352145,1,24,10,24.4,10.2,7.3,14,0,1.0,0.0,None,1.0
2643.0,3420508.0,25.965936273665964,1,19,5,40.2,16.6,10.8,17,0,0.0,1.0,None,1.0
2644.0,3437300.0,31.79815990298202,1,11,1,37.3,16.1,10.6,25,0,1.0,1.0,None,1.0
2645.0,3438400.0,25.054806315030717,1,18,2,28,14.1,5.1,5,0,1.0,0.0,None,1.0
2646.0,3458660.0,28.098587031411533,1,13,2,37.1,None,None,10,0,1.0,1.0,None,1.0
2647.0,3468840.0,25.054806315030717,1,18,6,27.4,14.1,5.1,5,0,1.0,0.0,None,1.0
2648.0,3469040.0,19.492058695471762,1,17,5,33,14.9,8.8,10,1,1.0,1.0,None,1.0
2649.0,3487520.0,21.295827542927334,1,9,9,31,None,None,10,1,1.0,1.0,None,1.0
2650.0,3490000.0,26.710596208907006,1,4,1,31,18,6,10,0,1.0,0.0,0,0.0
2651.0,3490000.0,27.64257712991872,1,17,4,40.5,22,7,None,None,0.0,1.0,None,0.0
2652.0,3493000.0,30.147989930657406,1,3,3,38.3,None,None,15,0,1.0,0.0,None,1.0
2653.0,3493212.0,39.29203624754825,1,7,7,33.6,None,None,None,None,0.0,1.0,None,1.0
2654.0,3494734.0,39.29203624754825,2,7,1,41.3,None,None,None,None,0.0,0.0,None,1.0
2655.0,3498110.0,28.233543123188518,1,10,3,28.8,14.4,7.5,10,0,1.0,1.0,None,1.0
2656.0,3498110.0,28.026400821388393,1,10,4,28.9,14.8,5,None,None,0.0,1.0,None,1.0
2657.0,3498110.0,28.45124536181398,1,10,8,28.9,14.8,5,7,0,1.0,1.0,None,1.0
2658.0,3499000.0,35.34682529870132,1,5,1,31,25,6,35,0,1.0,0.0,0,0.0
2659.0,3500000.0,36.32024280212199,2,5,1,40,30,5,None,None,1.0,0.0,None,0.0
2660.0,3500000.0,28.233543123188518,2,4,4,70,40,17,None,None,0.0,0.0,1,0.0
2661.0,5700000.0,26.426027658496118,2,17,13,61,31,10,21,1,1.0,1.0,None,1.0
2662.0,2782963.0,32.0520164756429,1,10,10,33.2,18.2,5.3,25,0,1.0,1.0,0,0.0
2663.0,4339380.0,28.098587031411533,2,6,2,46.7,29.8,9.2,10,0,1.0,1.0,None,1.0
2664.0,3500000.0,27.922585112186955,1,5,3,32.2,20.2,5.2,15,0,0.0,1.0,1,0.0
2665.0,3500000.0,33.7110248952974,1,19,14,40,18,10,None,None,1.0,1.0,1,0.0
2666.0,3500000.0,30.275361936181405,1,3,2,41,13.4,9.9,None,None,1.0,0.0,0,0.0
2667.0,3500000.0,33.85801911463007,2,5,4,46,46,None,None,None,1.0,1.0,0,0.0
2668.0,3500000.0,36.053927627165095,1,5,3,33,16,6,20,0,1.0,1.0,0,0.0
2669.0,3512442.0,39.29203624754825,2,7,1,41.1,None,None,None,None,0.0,0.0,None,1.0
2670.0,3524620.0,26.9646687437096,1,17,7,47.6,42.6,5,15,0,1.0,1.0,None,1.0
2671.0,3528000.0,21.672735868352145,1,22,12,28,None,None,14,0,1.0,0.0,None,1.0
2672.0,3532100.0,22.36022287315881,1,16,1,42,21,None,15,0,1.0,1.0,None,1.0
2673.0,3532800.0,25.054806315030717,1,18,18,27.6,14.1,5.1,5,0,1.0,0.0,None,1.0
2674.0,3565000.0,30.275361936181405,1,3,2,35.6,15.6,12.8,20,0,1.0,0.0,0,0.0
2675.0,3590000.0,17.211335055990027,1,24,10,26,15,9,5,0,1.0,1.0,None,1.0
2676.0,3590000.0,17.205279908661378,1,24,10,25.9,25,None,7,0,1.0,1.0,None,1.0
2677.0,3590000.0,17.205279908661378,1,25,13,25.9,10,9,5,0,1.0,1.0,None,1.0
2678.0,3590000.0,17.211335055990027,1,25,10,25.9,20,5,15,0,1.0,1.0,None,1.0
2679.0,3590661.0,17.007691095748616,1,24,23,25.9,17.4,None,20,0,1.0,0.0,None,1.0
2680.0,3590661.0,17.211335055990027,1,24,5,25.9,16,None,20,1,1.0,1.0,None,1.0
2681.0,3600000.0,29.239934399086774,1,17,12,40,20,9,None,None,0.0,1.0,None,0.0
2682.0,3600000.0,28.05118894920663,1,17,3,32,18,9,None,None,1.0,1.0,0,0.0
2683.0,3600000.0,31.952945029740505,1,17,5,33,12,10,None,None,0.0,1.0,None,1.0
2684.0,3613880.0,21.295827542927334,1,9,9,33,None,None,10,1,1.0,1.0,None,1.0
2685.0,3618750.0,21.295827542927334,1,15,13,38,None,None,10,1,1.0,1.0,None,1.0
2686.0,3627000.0,21.672735868352145,1,22,2,31,None,None,14,0,1.0,0.0,None,1.0
2687.0,3627514.0,28.098587031411533,1,4,3,30.8,16.6,5,10,0,1.0,1.0,None,1.0
2688.0,3632200.0,21.672735868352145,1,24,16,28.6,None,None,14,0,1.0,0.0,None,1.0
2689.0,11540000.0,23.667885186109256,3,9,1,78.3,64.9,10,10,1,1.0,1.0,None,1.0
2690.0,8500000.0,24.52021725835827,3,17,5,75,45,11,None,None,0.0,1.0,None,0.0
2691.0,1899444.0,23.294364916639363,1,3,1,23.4,18.4,5,18,0,1.0,1.0,1,0.0
2692.0,3637760.0,28.4224625875586,1,13,10,37.1,21.0,6.4,7,0,1.0,1.0,None,1.0
2693.0,3637760.0,28.098587031411533,1,13,9,37.1,21.0,6.4,10,0,1.0,1.0,None,1.0
2694.0,3642257.0,39.29203624754825,2,7,2,44.2,None,None,None,None,0.0,1.0,None,1.0
2695.0,3644000.0,30.147989930657406,1,3,3,38.4,15.2,None,15,0,1.0,0.0,None,1.0
2696.0,3650000.0,30.038279488831467,1,3,2,40,16,12,20,0,0.0,0.0,0,0.0
2697.0,3650000.0,28.05118894920663,1,17,10,30,16,5,12,0,1.0,1.0,0,0.0
2698.0,3690830.0,21.295827542927334,1,15,14,38,None,None,10,1,1.0,1.0,None,1.0
2699.0,3724110.0,25.054806315030717,1,18,8,35.1,16.7,5.4,5,0,1.0,0.0,None,1.0
2700.0,3724500.0,33.718065604857564,2,19,1,57.3,28.5,10.1,30,0,1.0,1.0,0,0.0
2701.0,3730000.0,21.272042881619065,2,3,2,42,32,5,10,0,0.0,0.0,None,0.0
2702.0,3730000.0,21.224716809634835,1,3,2,42,33,4,None,None,1.0,0.0,1,0.0
2703.0,3750000.0,30.372718293501446,1,3,2,42,13,21,30,0,1.0,1.0,0,0.0
2704.0,3750000.0,30.17834938061728,1,3,2,40,15.5,11.5,15,0,1.0,1.0,None,0.0
2705.0,3755580.0,28.4224625875586,1,4,4,35.4,20.8,5,7,0,1.0,1.0,None,1.0
2706.0,3755580.0,28.026400821388393,1,4,3,35.4,20.8,5,None,None,0.0,1.0,None,1.0
2707.0,3770550.0,26.916166237488294,1,17,16,39.7,15.7,9.4,15,0,1.0,0.0,None,1.0
2708.0,3771220.0,21.295827542927334,1,12,12,39,None,None,10,1,1.0,1.0,None,1.0
2709.0,3773365.0,26.88552115470283,1,17,13,45.2,18,13.5,15,0,1.0,1.0,None,1.0
2710.0,3780000.0,30.147989930657406,1,3,3,38.3,15.1,None,15,0,1.0,0.0,None,1.0
2711.0,3787000.0,30.147989930657406,1,3,3,38.4,15.2,None,15,0,1.0,0.0,None,1.0
2712.0,3800000.0,28.90501656778877,1,17,4,30,15.5,8,20,0,1.0,1.0,None,1.0
2713.0,3800000.0,26.54476687205023,1,9,7,33,17,8,None,None,0.0,1.0,1,0.0
2714.0,3800000.0,30.275361936181405,1,3,3,41,20,8,None,None,1.0,1.0,None,0.0
2715.0,3800000.0,39.64479505963741,2,3,3,47,36,4,30,0,0.0,1.0,None,0.0
2716.0,3810660.0,25.054806315030717,1,18,2,42.2,14,17.9,5,0,1.0,0.0,None,1.0
2717.0,1700000.0,23.670018669578226,1,3,2,18.8,12,4,25,0,1.0,0.0,None,0.0
2718.0,3750000.0,30.372718293501446,1,3,2,42,13,21,20,0,1.0,1.0,0,0.0
2719.0,6900000.0,22.40672586707805,2,12,1,66,43,19,20,0,1.0,1.0,None,1.0
2720.0,3828000.0,21.672735868352145,1,24,17,26.4,11.6,6.5,14,0,1.0,0.0,None,1.0
2721.0,3839000.0,21.672735868352145,2,22,4,34.9,None,None,14,0,1.0,0.0,None,1.0
2722.0,3843000.0,25.054806315030717,1,18,2,35,None,None,5,0,1.0,0.0,None,1.0
2723.0,3850000.0,26.9646687437096,1,17,8,48,24,9,15,0,1.0,1.0,None,1.0
2724.0,3850000.0,22.971022705838944,1,24,21,27,15,7,10,0,1.0,0.0,0,0.0
